Nome da Música;Artistas;ID da Música
Mama Kin - Live In Paris, Hippodrome De Vincennes - June 6, 1992;";";"Guns N' Roses; Steven Tyler; Joe Perry";";";09zw4BjGWhFmtEcHjNruU5
Train Kept A Rollin' - Live In Paris, Hippodrome De Vincennes - June 6, 1992;";";"Guns N' Roses; Steven Tyler; Joe Perry";";";77q421lah6huQxsERs0ufH
Always On The Run - Live In Paris, Hippodrome De Vincennes - June 6, 1992;";";"Guns N' Roses; Lenny Kravitz";";";1deGYxemBP1zVxuepHR8HE
